@relation Invistico_Airline

@attribute satisfaction {satisfied,dissatisfied}
@attribute 'Customer Type' {'Loyal Customer','disloyal Customer'}
@attribute Age numeric
@attribute 'Type of Travel' {'Personal Travel','Business travel'}
@attribute Class {Eco,Business,'Eco Plus'}
@attribute 'Flight Distance' numeric
@attribute 'Seat comfort' numeric
@attribute 'Departure/Arrival time convenient' numeric
@attribute 'Food and drink' numeric
@attribute 'Gate location' numeric
@attribute 'Inflight wifi service' numeric
@attribute 'Inflight entertainment' numeric
@attribute 'Online support' numeric
@attribute 'Ease of Online booking' numeric
@attribute 'On-board service' numeric
@attribute 'Leg room service' numeric
@attribute 'Baggage handling' numeric
@attribute 'Checkin service' numeric
@attribute Cleanliness numeric
@attribute 'Online boarding' numeric
@attribute 'Departure Delay in Minutes' numeric
@attribute 'Arrival Delay in Minutes' numeric

@data
satisfied,'Loyal Customer',37,'Business travel',Business,1056,5,5,5,5,2,1,2,4,4,4,4,5,4,2,0,3
satisfied,'Loyal Customer',31,'Business travel',Business,2686,1,5,1,1,4,4,4,4,4,4,1,2,5,4,16,68
satisfied,'Loyal Customer',49,'Business travel',Business,3501,1,1,1,1,5,5,4,4,4,4,4,4,4,5,10,2
satisfied,'Loyal Customer',55,'Business travel',Business,2054,2,2,2,2,4,5,5,4,4,4,4,1,4,4,18,14
satisfied,'Loyal Customer',54,'Business travel',Business,1061,4,4,4,4,3,4,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1594,5,5,5,5,5,4,5,4,4,4,4,4,4,5,36,19
satisfied,'Loyal Customer',35,'Business travel',Business,1845,2,2,2,2,2,5,5,4,4,4,4,1,4,3,9,21
satisfied,'Loyal Customer',53,'Business travel',Business,1874,5,5,5,5,2,5,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1067,3,2,3,3,4,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',25,'Business travel',Business,3637,4,4,4,4,4,4,4,4,3,3,4,4,5,4,28,30
satisfied,'Loyal Customer',59,'Business travel',Business,2147,4,4,4,4,3,4,5,4,4,4,4,3,4,5,4,0
satisfied,'Loyal Customer',58,'Business travel',Business,3063,4,4,4,4,4,5,5,4,4,4,4,4,4,3,14,0
satisfied,'Loyal Customer',58,'Business travel',Business,1071,2,2,2,2,4,5,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,2344,1,1,1,1,3,5,4,4,4,4,4,3,4,4,47,40
satisfied,'Loyal Customer',49,'Business travel',Business,2766,3,3,3,3,2,5,4,4,4,4,4,5,4,3,24,17
satisfied,'Loyal Customer',46,'Business travel',Business,1046,2,2,2,2,3,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,1057,1,1,1,1,5,5,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,2490,3,3,3,3,2,5,5,4,4,4,4,5,4,1,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,2170,1,1,1,1,2,4,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,2386,2,2,2,2,3,4,4,4,4,4,4,3,4,3,39,36
dissatisfied,'Loyal Customer',53,'Business travel',Eco,2121,4,4,4,4,4,4,4,4,2,5,4,1,3,4,26,22
satisfied,'Loyal Customer',53,'Business travel',Eco,2543,4,5,5,5,4,4,4,4,4,3,1,3,5,4,0,0
dissatisfied,'Loyal Customer',53,'Business travel',Eco,1943,4,4,4,4,4,4,4,4,2,1,3,1,2,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Eco,2404,4,4,4,4,1,3,1,4,4,4,4,3,4,5,1,0
satisfied,'Loyal Customer',53,'Business travel',Eco,2335,4,5,5,5,4,4,4,4,3,5,3,3,4,4,33,19
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',1133,4,5,5,5,2,3,2,4,4,4,4,2,4,1,15,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,2917,4,4,4,4,4,4,4,3,5,4,3,4,1,4,294,280
satisfied,'Loyal Customer',52,'Business travel',Eco,2458,4,3,3,3,4,4,4,5,4,2,3,4,3,4,157,134
satisfied,'Loyal Customer',52,'Business travel',Eco,736,4,1,1,1,2,2,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',1502,4,4,4,4,4,4,4,4,2,4,1,1,2,4,3,0
satisfied,'Loyal Customer',52,'Business travel',Eco,592,4,4,4,4,3,1,5,4,4,4,4,5,4,2,0,0
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',1338,4,4,4,4,4,4,4,4,5,2,2,2,1,4,13,8
dissatisfied,'Loyal Customer',52,'Business travel',Eco,459,4,4,4,4,4,3,4,4,4,4,4,3,4,3,0,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,420,4,2,2,2,3,2,3,4,4,4,4,3,4,4,0,13
satisfied,'Loyal Customer',52,'Business travel',Eco,424,4,4,4,4,1,1,1,4,4,4,4,5,4,5,7,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,2246,4,3,3,3,4,4,4,4,4,3,2,1,2,4,69,82
satisfied,'Loyal Customer',52,'Business travel',Eco,440,4,4,4,4,1,1,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1782,4,1,2,1,4,4,4,4,2,4,3,3,3,4,0,0
satisfied,'Loyal Customer',52,'Business travel','Eco Plus',1791,4,2,2,2,4,4,4,4,1,4,3,1,4,4,0,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,346,4,3,3,3,2,2,2,4,4,4,4,2,4,4,6,5
satisfied,'Loyal Customer',52,'Business travel',Eco,1300,4,1,4,1,4,4,4,4,1,5,1,4,3,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,282,4,5,4,5,2,4,2,4,4,4,4,1,4,4,0,6
dissatisfied,'Loyal Customer',52,'Business travel',Eco,2014,4,5,5,5,4,4,4,4,4,4,4,3,4,4,68,42
satisfied,'Loyal Customer',52,'Business travel',Eco,1824,4,4,4,4,4,4,4,4,2,2,3,1,5,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,250,4,5,5,5,3,4,3,4,4,4,4,2,4,5,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,859,4,3,3,3,4,4,4,4,5,4,4,4,4,4,0,42
satisfied,'Loyal Customer',21,'Business travel',Business,2137,1,1,1,1,4,4,4,4,2,5,4,4,4,4,0,12
satisfied,'Loyal Customer',47,'Business travel',Business,2339,5,5,5,5,5,4,5,4,4,4,4,4,4,3,13,0
satisfied,'Loyal Customer',58,'Business travel',Business,1531,3,3,3,3,3,2,1,4,4,4,4,1,4,3,17,8
satisfied,'Loyal Customer',40,'Business travel',Business,2052,5,5,5,5,5,5,4,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,1060,3,3,3,3,4,5,5,4,4,4,4,5,4,4,19,7
satisfied,'Loyal Customer',27,'Business travel',Business,5056,5,5,5,5,4,4,4,4,3,5,4,3,4,4,0,0
satisfied,'Loyal Customer',11,'Business travel',Business,4199,1,1,1,1,4,4,4,4,5,2,4,4,4,4,0,3
satisfied,'Loyal Customer',55,'Business travel',Business,1802,3,3,3,3,2,4,5,4,4,4,4,3,4,4,1,0
satisfied,'Loyal Customer',31,'Business travel',Business,2127,4,4,4,4,4,4,4,4,4,1,3,4,1,4,31,19
satisfied,'Loyal Customer',27,'Business travel',Business,5648,1,1,1,1,4,4,4,2,5,2,1,4,1,4,122,177
satisfied,'Loyal Customer',50,'Business travel',Business,1041,3,3,3,3,5,5,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,1073,1,1,1,1,3,3,1,4,4,4,4,4,4,2,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,3749,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,10
satisfied,'Loyal Customer',45,'Business travel',Business,2766,1,1,1,1,3,5,5,4,4,4,4,5,4,4,7,0
satisfied,'Loyal Customer',48,'Business travel',Business,2882,4,4,4,4,4,4,4,4,4,4,4,1,4,5,10,1
satisfied,'Loyal Customer',40,'Business travel',Business,1047,4,4,4,4,4,4,5,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1640,3,3,3,3,2,5,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,3837,4,4,4,4,3,5,4,4,4,4,4,4,4,3,4,2
satisfied,'Loyal Customer',44,'Business travel',Business,2890,1,1,1,1,5,2,1,4,4,4,4,2,4,5,12,23
satisfied,'Loyal Customer',42,'Business travel',Business,1034,2,2,3,2,2,4,4,4,4,4,4,4,4,3,50,42
satisfied,'Loyal Customer',41,'Business travel',Business,1035,2,4,2,2,3,5,5,4,4,4,4,4,4,4,2,0
satisfied,'Loyal Customer',37,'Business travel',Business,1028,2,2,2,2,2,5,4,4,4,4,4,4,4,5,17,14
satisfied,'Loyal Customer',36,'Business travel',Business,1045,2,2,2,2,4,4,5,4,4,4,4,3,4,3,7,0
satisfied,'Loyal Customer',24,'Business travel',Business,4619,5,5,5,5,4,4,4,4,4,2,5,5,5,4,0,0
satisfied,'Loyal Customer',10,'Business travel',Business,2552,2,2,2,2,4,4,4,4,1,2,4,1,3,4,0,0
satisfied,'Loyal Customer',53,'Business travel',Business,1058,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,2436,1,1,1,1,4,4,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,1048,1,1,1,1,3,5,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',43,'Business travel',Business,1070,5,5,5,5,2,5,5,4,4,4,4,3,4,4,21,0
satisfied,'Loyal Customer',39,'Business travel',Business,1671,5,5,1,5,3,5,5,4,4,4,4,5,4,5,112,90
satisfied,'Loyal Customer',53,'Business travel',Business,2436,5,5,5,5,2,5,5,4,4,4,4,5,4,3,13,23
satisfied,'Loyal Customer',42,'Business travel',Business,2102,5,1,5,5,2,4,4,4,4,4,4,3,4,5,121,106
satisfied,'Loyal Customer',41,'Business travel',Business,1985,1,1,4,1,5,4,4,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,3301,5,5,5,5,2,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,2645,2,2,2,2,4,4,4,4,3,5,5,3,4,4,0,0
satisfied,'Loyal Customer',59,'Business travel',Business,1046,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',55,'Business travel',Business,1064,3,3,2,3,3,4,4,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Business,3539,3,3,3,3,3,4,4,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',49,'Business travel',Business,3764,5,5,5,5,3,5,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',48,'Business travel',Business,2104,4,4,3,4,2,4,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,1055,1,2,1,1,2,4,4,4,4,4,4,3,4,5,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,3772,2,2,4,2,3,4,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,3114,2,2,2,2,5,5,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',40,'Business travel',Business,3100,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,2391,3,3,4,3,4,4,4,4,4,5,4,3,4,4,0,3
dissatisfied,'Loyal Customer',30,'Business travel',Business,2123,4,2,2,2,4,4,4,4,4,4,3,2,3,4,9,2
dissatisfied,'Loyal Customer',30,'Business travel',Business,4516,4,4,1,4,4,4,4,4,1,5,2,1,3,4,0,0
dissatisfied,'Loyal Customer',26,'Business travel',Business,5019,4,1,1,1,4,4,4,4,2,2,4,1,3,4,24,5
satisfied,'Loyal Customer',25,'Business travel',Business,3302,5,5,5,5,4,4,4,4,5,4,5,4,5,4,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,5191,3,3,3,3,4,4,4,4,3,2,4,5,5,4,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,4739,1,1,1,1,4,4,4,4,5,2,5,3,5,4,0,0
satisfied,'Loyal Customer',58,'Business travel',Business,4339,2,2,2,2,4,4,4,4,5,5,4,4,3,4,183,185
satisfied,'Loyal Customer',54,'Business travel',Business,1062,2,2,2,2,5,4,4,4,4,4,4,5,4,3,6,12
satisfied,'Loyal Customer',53,'Business travel',Business,1014,2,2,2,2,3,4,4,4,4,4,4,4,4,5,4,13
satisfied,'Loyal Customer',41,'Business travel',Business,1738,1,1,4,1,4,4,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,1841,5,5,5,5,4,4,4,4,2,4,4,3,4,4,0,0
dissatisfied,'Loyal Customer',59,'Business travel',Business,1026,4,5,5,5,5,3,3,4,4,4,4,1,4,2,22,27
satisfied,'Loyal Customer',59,'Business travel',Business,2151,4,4,4,4,3,4,5,4,4,4,4,3,4,4,1,0
satisfied,'Loyal Customer',49,'Business travel',Business,2688,2,2,2,2,4,2,2,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,3714,1,1,1,1,4,4,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',32,'Business travel',Business,2674,2,2,1,2,4,4,4,4,3,5,5,4,4,4,0,3
satisfied,'Loyal Customer',32,'Business travel',Business,2720,2,2,2,2,4,4,4,4,5,5,4,4,5,4,0,0
dissatisfied,'Loyal Customer',30,'Business travel',Business,2518,4,4,4,4,4,4,4,3,4,2,2,4,2,4,154,159
satisfied,'Loyal Customer',53,'Business travel',Business,3657,1,1,5,1,2,5,5,4,4,4,4,3,4,4,11,15
satisfied,'Loyal Customer',48,'Business travel',Business,1024,5,5,5,5,5,4,5,4,4,4,4,4,4,4,10,6
satisfied,'Loyal Customer',47,'Business travel',Business,1059,4,4,4,4,4,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',39,'Business travel',Business,1055,1,1,1,1,3,5,4,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',23,'Business travel',Business,1890,4,4,4,4,4,4,4,4,5,5,4,4,4,4,8,12
satisfied,'Loyal Customer',23,'Business travel',Business,3042,1,1,1,1,4,4,4,4,3,2,4,5,5,4,0,0
dissatisfied,'Loyal Customer',54,'Business travel',Business,1054,4,1,1,1,2,4,3,4,4,4,4,1,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,3979,4,4,4,4,5,4,5,4,4,4,4,4,4,3,0,2
satisfied,'Loyal Customer',44,'Business travel',Business,1041,3,3,3,3,2,4,5,4,4,4,4,3,4,4,39,24
satisfied,'Loyal Customer',44,'Business travel',Business,1036,3,3,3,3,4,5,5,4,4,4,4,5,4,4,5,1
satisfied,'Loyal Customer',19,'Business travel',Business,3103,2,2,2,2,4,4,4,4,3,3,5,4,4,4,8,0
satisfied,'Loyal Customer',59,'Business travel',Business,1044,2,2,2,2,4,5,4,4,4,4,4,5,4,5,10,0
satisfied,'Loyal Customer',52,'Business travel',Business,1055,4,4,4,4,2,5,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,1036,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,1050,5,3,5,5,2,4,4,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',34,'Business travel',Business,2604,5,5,5,5,4,5,3,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',30,'Business travel',Business,3421,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,6
satisfied,'Loyal Customer',30,'Business travel',Business,2292,5,5,5,5,4,4,4,4,2,2,1,3,1,4,0,0
satisfied,'Loyal Customer',65,'Business travel',Business,1013,3,3,3,3,3,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',56,'Business travel',Business,3078,4,4,4,4,2,4,5,4,4,4,4,4,4,4,7,3
satisfied,'Loyal Customer',54,'Business travel',Business,2064,1,1,1,1,3,5,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,2620,1,1,2,1,1,3,5,4,4,4,4,5,4,1,0,1
satisfied,'Loyal Customer',51,'Business travel',Business,1045,3,3,3,3,5,4,5,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',47,'Business travel',Business,3805,5,5,5,5,4,4,5,4,4,4,4,4,4,3,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,1541,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,13
satisfied,'Loyal Customer',46,'Business travel',Business,1897,2,2,2,2,5,5,5,4,4,4,4,4,4,4,7,0
satisfied,'Loyal Customer',41,'Business travel',Business,2066,4,4,2,4,5,1,4,4,4,4,4,3,4,2,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1037,2,2,2,2,3,1,3,4,4,4,4,1,4,5,0,0
dissatisfied,'Loyal Customer',36,'Business travel',Business,1018,4,2,2,2,4,3,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',29,'Business travel',Business,2083,3,3,3,3,4,4,4,4,3,3,4,4,5,4,0,0
satisfied,'Loyal Customer',26,'Business travel',Business,2918,1,1,1,1,4,4,4,4,5,5,5,3,4,4,0,0
satisfied,'Loyal Customer',24,'Business travel',Business,4341,1,1,3,1,4,4,4,4,4,5,4,3,4,4,1,0
satisfied,'Loyal Customer',22,'Business travel',Business,4000,3,3,3,3,4,4,4,4,5,4,5,5,4,4,0,0
satisfied,'Loyal Customer',33,'Business travel',Business,4022,2,2,2,2,3,1,2,4,4,4,4,3,4,4,48,31
satisfied,'Loyal Customer',29,'Business travel',Business,5539,3,3,3,3,4,4,4,4,3,5,3,3,2,4,18,1
satisfied,'Loyal Customer',59,'Business travel',Business,1025,1,1,1,1,2,4,4,4,4,4,4,4,4,4,2,0
satisfied,'Loyal Customer',57,'Business travel',Business,2954,1,1,1,1,3,4,5,4,4,4,4,5,4,4,6,0
dissatisfied,'Loyal Customer',55,'Business travel',Business,2404,4,1,1,1,2,4,4,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',54,'Business travel',Business,1036,3,3,3,3,3,5,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,1032,3,3,2,3,3,5,4,4,4,4,4,4,4,4,8,5
satisfied,'Loyal Customer',51,'Business travel',Business,3402,3,3,5,3,5,5,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,1047,5,5,5,5,4,4,5,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',46,'Business travel',Business,1804,5,5,5,5,2,4,5,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',37,'Business travel',Business,3448,3,2,3,3,3,5,5,4,4,4,4,5,4,4,3,0
satisfied,'Loyal Customer',26,'Business travel',Business,3397,3,3,2,3,4,4,4,4,2,4,5,4,3,4,94,160
satisfied,'Loyal Customer',24,'Business travel',Business,2808,2,2,2,2,4,4,4,4,1,3,4,1,5,4,11,0
satisfied,'Loyal Customer',77,'Business travel',Business,3565,4,4,4,4,3,1,5,4,4,4,4,3,4,4,0,0
dissatisfied,'Loyal Customer',28,'Business travel',Business,4906,4,3,3,3,4,4,4,4,2,3,3,2,3,4,0,8
satisfied,'Loyal Customer',50,'Business travel',Business,1029,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,5
satisfied,'Loyal Customer',45,'Business travel',Business,1740,3,3,3,3,2,4,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',41,'Business travel',Business,1034,4,4,4,4,5,5,4,4,4,4,4,5,4,5,0,3
dissatisfied,'Loyal Customer',8,'Business travel',Business,2467,4,2,2,2,4,4,4,4,2,3,4,3,4,4,4,11
satisfied,'Loyal Customer',53,'Business travel',Business,3440,4,4,4,4,4,4,5,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',45,'Business travel',Business,1008,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,12
satisfied,'Loyal Customer',44,'Business travel',Business,3228,2,2,2,2,4,4,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',42,'Business travel',Business,2081,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,4
satisfied,'Loyal Customer',40,'Business travel',Business,1855,4,4,4,4,4,4,5,4,4,4,4,5,4,4,44,23
satisfied,'Loyal Customer',38,'Business travel',Business,1955,5,5,5,5,3,5,5,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',38,'Business travel',Business,3984,1,1,1,1,5,4,4,4,4,4,4,3,4,4,9,0
satisfied,'Loyal Customer',60,'Business travel',Business,1017,2,2,2,2,5,4,5,4,4,4,4,4,4,4,32,17
satisfied,'Loyal Customer',57,'Business travel',Business,1007,3,4,3,3,5,5,4,4,4,4,4,4,4,4,0,0
satisfied,'Loyal Customer',35,'Business travel',Business,3871,3,3,3,3,4,4,4,4,4,4,4,5,4,4,14,23
satisfied,'Loyal Customer',33,'Business travel',Business,2710,3,3,3,3,4,4,4,4,5,4,5,3,5,4,0,0
satisfied,'Loyal Customer',60,'Business travel',Business,997,5,5,5,5,5,5,4,4,4,4,4,5,4,3,0,0
satisfied,'Loyal Customer',57,'Business travel',Business,2322,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,0
satisfied,'Loyal Customer',46,'Business travel',Business,3271,5,5,5,5,4,5,4,4,4,4,4,5,4,4,0,0
satisfied,'Loyal Customer',31,'Business travel',Business,2164,5,5,5,5,4,4,4,4,5,5,4,3,4,4,0,3
satisfied,'Loyal Customer',47,'Business travel',Business,1004,5,5,4,5,2,4,5,4,4,4,4,5,4,3,4,0
satisfied,'Loyal Customer',45,'Business travel',Business,3977,3,3,4,3,2,4,5,4,4,4,4,3,4,4,1,0
satisfied,'Loyal Customer',41,'Business travel',Business,2202,5,5,5,5,3,4,5,4,4,4,4,4,4,4,50,43
satisfied,'Loyal Customer',39,'Business travel',Business,1030,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0
dissatisfied,'Loyal Customer',32,'Business travel',Business,2134,4,1,1,1,4,4,4,4,2,2,4,2,4,4,0,0
dissatisfied,'Loyal Customer',56,'Business travel',Business,1000,4,4,1,4,2,3,4,4,4,4,4,4,4,1,40,37
satisfied,'Loyal Customer',55,'Business travel',Business,3287,5,5,3,5,5,4,4,4,4,4,4,4,4,4,0,1
satisfied,'Loyal Customer',53,'Business travel',Business,1750,1,1,1,1,4,5,5,4,4,4,4,4,4,5,0,0
satisfied,'Loyal Customer',51,'Business travel',Business,1027,1,1,1,1,2,5,4,4,4,4,4,3,4,4,4,0
dissatisfied,'Loyal Customer',49,'Business travel',Business,1030,4,2,2,2,5,3,2,4,4,4,4,3,4,4,0,0
dissatisfied,'Loyal Customer',46,'Business travel',Business,3720,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,0
satisfied,'Loyal Customer',44,'Business travel',Business,3470,2,2,2,2,5,5,5,4,4,4,4,3,4,4,0,0
satisfied,'Loyal Customer',44,'Business travel',Business,1004,4,4,4,4,4,4,4,4,4,4,4,3,4,3,69,72
dissatisfied,'Loyal Customer',44,'Business travel',Business,2486,4,4,4,4,5,4,3,4,4,4,4,4,4,1,0,4
satisfied,'Loyal Customer',40,'Business travel',Business,2102,2,2,2,2,2,5,5,4,4,4,4,4,4,5,24,5
dissatisfied,'Loyal Customer',39,'Business travel',Business,1028,4,2,4,4,2,3,3,4,4,4,4,1,4,4,0,0
satisfied,'Loyal Customer',34,'Business travel',Business,1862,2,2,1,2,2,2,2,4,4,4,4,4,4,4,20,38
dissatisfied,'Loyal Customer',29,'Business travel',Business,2578,4,5,3,3,4,4,4,4,2,5,4,4,3,4,0,0
satisfied,'Loyal Customer',28,'Business travel',Business,5024,5,5,5,5,4,4,4,4,5,5,5,5,4,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,2610,4,3,5,3,4,4,4,1,4,4,5,4,1,4,227,223
dissatisfied,'Loyal Customer',52,'Business travel',Eco,1264,4,3,3,3,1,2,3,4,4,4,4,1,4,2,31,37
dissatisfied,'Loyal Customer',52,'Business travel',Eco,372,4,2,2,2,5,2,2,4,4,4,4,3,4,3,8,45
satisfied,'Loyal Customer',52,'Business travel',Eco,1573,4,5,5,5,4,4,4,4,1,2,4,4,5,4,0,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,2648,4,2,2,2,4,4,4,4,4,4,1,3,3,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1944,4,5,5,5,4,4,4,4,2,2,2,1,3,4,11,1
satisfied,'Loyal Customer',52,'Business travel',Eco,600,4,4,4,4,3,2,4,4,4,4,4,4,4,5,2,0
dissatisfied,'Loyal Customer',52,'Business travel',Eco,2393,4,2,2,2,4,4,4,2,3,2,4,4,2,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,893,4,2,2,2,4,2,5,4,4,4,4,5,4,5,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1294,4,1,2,2,5,2,2,4,4,4,4,1,4,3,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,1737,4,2,2,2,4,4,4,4,3,2,4,2,4,4,0,0
satisfied,'Loyal Customer',52,'Business travel',Eco,3504,4,1,1,1,4,4,4,4,3,3,5,4,1,4,4,0
dissatisfied,'Loyal Customer',51,'Business travel','Eco Plus',2555,4,1,1,1,4,4,4,4,2,1,2,2,3,4,76,57
dissatisfied,'Loyal Customer',51,'Business travel',Eco,2694,4,3,2,2,4,4,4,4,3,5,4,3,3,4,0,0
dissatisfied,'Loyal Customer',51,'Business travel',Eco,1198,4,3,3,3,4,3,3,4,4,4,4,3,4,3,0,0
dissatisfied,'Loyal Customer',51,'Business travel',Eco,953,4,2,2,2,5,4,3,4,4,4,4,4,4,4,44,32
satisfied,'Loyal Customer',51,'Business travel',Eco,790,4,5,5,5,1,1,1,4,4,4,4,1,4,4,65,59
dissatisfied,'Loyal Customer',51,'Business travel',Eco,789,4,3,3,3,5,2,2,4,4,4,4,2,4,1,0,20
satisfied,'Loyal Customer',51,'Business travel',Eco,754,4,4,4,4,3,5,5,4,4,4,4,2,4,5,3,2
dissatisfied,'Loyal Customer',51,'Business travel',Eco,686,4,5,5,5,2,3,3,4,4,4,4,3,4,3,3,0
dissatisfied,'Loyal Customer',51,'Business travel',Eco,659,4,3,3,3,1,4,4,4,4,4,4,1,4,2,0,4
dissatisfied,'Loyal Customer',51,'Business travel',Eco,2083,4,1,2,2,4,4,4,4,1,4,3,1,3,4,17,10
dissatisfied,'Loyal Customer',51,'Business travel',Eco,588,4,5,5,5,4,3,4,4,4,4,4,3,4,3,0,0
satisfied,'Loyal Customer',51,'Business travel',Eco,2052,4,3,3,3,4,4,4,4,1,3,2,2,1,4,0,0
satisfied,'Loyal Customer',51,'Business travel',Eco,2098,4,3,3,3,4,4,4,4,4,2,4,4,3,4,0,5
dissatisfied,'Loyal Customer',51,'Business travel',Eco,1519,4,1,1,1,4,4,4,4,1,1,3,3,4,4,28,20
satisfied,'Loyal Customer',51,'Business travel',Eco,1365,4,1,1,1,4,4,4,4,4,3,4,3,1,4,0,18
satisfied,'Loyal Customer',51,'Business travel',Eco,376,4,1,1,1,2,1,5,4,4,4,4,2,4,4,9,7
dissatisfied,'Loyal Customer',51,'Business travel',Eco,385,4,3,3,3,4,4,3,4,4,4,4,2,4,1,26,21
